hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,deposit_type,customer_type,adr,total_of_special_requests
City Hotel,1,21,2015,September,0,5,1,0.0,0,SC,PRT,Online TA,0,2,No Deposit,Transient,137.7,0
Resort Hotel,1,125,2015,October,0,2,1,0.0,0,Undefined,BEL,Online TA,0,0,No Deposit,Transient-Party,46.31,1
City Hotel,0,42,2017,July,0,1,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,145.61,0
Resort Hotel,1,62,2016,June,0,0,2,0.0,0,BB,PRT,Online TA,0,2,No Deposit,Transient-Party,115.69,0
Resort Hotel,0,306,2017,April,2,1,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,121.74,1
Resort Hotel,0,19,2017,June,2,0,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,154.05,0
City Hotel,0,91,2016,March,2,2,2,0.0,0,BB,GBR,Direct,0,0,No Deposit,Transient,113.03,0
City Hotel,1,134,2017,June,0,3,2,0.0,0,BB,PRT,Direct,0,0,Non Refund,Transient,173.81,0
City Hotel,1,138,2017,November,1,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,No Deposit,Transient,111.69,0
City Hotel,0,121,2017,September,0,4,3,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,142.15,0
City Hotel,1,36,2017,November,0,2,1,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient,76.93,1
Resort Hotel,0,48,2016,July,1,4,3,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,155.91,0
Resort Hotel,0,187,2015,January,3,3,2,1.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,94.72,1
City Hotel,1,57,2015,June,0,1,3,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,170.22,1
Resort Hotel,0,116,2015,November,4,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,82.59,0
City Hotel,0,36,2015,August,2,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,130.06,1
Resort Hotel,0,26,2017,April,2,0,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,81.08,1
Resort Hotel,1,141,2017,December,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,No Deposit,Transient,121.96,0
Resort Hotel,1,216,2016,July,0,4,1,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,134.25,0
Resort Hotel,1,24,2017,May,0,3,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,100.24,0
Resort Hotel,1,15,2016,April,0,0,1,0.0,0,BB,USA,Direct,0,0,No Deposit,Transient,91.07,0
Resort Hotel,0,68,2016,February,0,10,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,89.18,0
City Hotel,1,65,2016,September,1,2,2,0.0,0,BB,PRT,Online TA,0,3,No Deposit,Transient,166.75,0
City Hotel,0,25,2016,June,1,1,2,0.0,0,SC,PRT,Direct,1,0,No Deposit,Contract,133.26,0
City Hotel,0,64,2016,July,1,3,2,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,139.98,1
Resort Hotel,1,117,2016,May,0,3,2,2.0,0,SC,PRT,Direct,0,0,Non Refund,Transient,106.15,0
City Hotel,1,192,2017,January,0,1,2,0.0,0,Undefined,GBR,Corporate,0,0,No Deposit,Transient-Party,124.26,0
Resort Hotel,0,58,2017,September,1,4,1,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,132.84,1
City Hotel,1,56,2015,June,2,2,1,0.0,0,BB,ESP,Groups,0,0,No Deposit,Transient,124.73,2
Resort Hotel,1,171,2017,August,1,5,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,127.87,0
Resort Hotel,0,88,2017,November,2,3,2,0.0,0,SC,PRT,Groups,0,0,No Deposit,Transient,87.49,0
City Hotel,0,35,2017,May,0,3,2,0.0,0,BB,ITA,Online TA,1,0,No Deposit,Transient,109.84,0
City Hotel,1,108,2015,April,2,2,2,0.0,0,BB,DEU,Online TA,0,0,Non Refund,Transient,69.49,2
Resort Hotel,1,344,2017,March,0,6,1,1.0,0,FB,PRT,Online TA,0,0,Non Refund,Transient,91.16,0
City Hotel,0,181,2016,November,2,3,2,0.0,0,BB,IRL,Groups,0,0,No Deposit,Transient,112.38,1
Resort Hotel,1,81,2016,March,2,1,2,0.0,0,BB,PRT,Groups,0,0,Non Refund,Transient,36.25,0
City Hotel,0,55,2017,November,0,3,3,0.0,0,HB,GBR,Offline TA/TO,0,0,No Deposit,Transient,96.81,1
City Hotel,0,48,2015,November,2,2,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,87.97,2
Resort Hotel,0,177,2016,May,2,2,3,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient-Party,78.36,0
Resort Hotel,0,57,2015,August,1,2,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient-Party,182.02,2
Resort Hotel,1,91,2015,August,0,6,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,144.19,0
City Hotel,1,29,2017,February,1,5,2,0.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Transient,98.91,1
Resort Hotel,1,119,2016,October,3,1,2,0.0,0,BB,IRL,Offline TA/TO,0,0,Non Refund,Transient,72.58,0
Resort Hotel,0,150,2017,April,1,2,2,0.0,0,HB,DEU,Groups,0,0,No Deposit,Transient,101.49,0
City Hotel,0,286,2015,January,1,1,2,1.0,0,BB,NLD,Groups,0,0,No Deposit,Transient,107.24,2
City Hotel,1,88,2015,September,1,0,2,0.0,0,Undefined,PRT,Direct,0,0,No Deposit,Transient-Party,167.32,0
City Hotel,1,182,2015,February,1,3,2,1.0,0,FB,ESP,Groups,0,0,No Deposit,Transient,114.77,0
City Hotel,0,71,2015,August,2,2,1,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,115.44,0
City Hotel,0,54,2016,October,2,3,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,98.71,0
City Hotel,1,20,2017,July,1,2,3,0.0,0,BB,NLD,Direct,0,0,Non Refund,Transient-Party,142.23,0
City Hotel,0,69,2017,January,0,5,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,92.45,0
City Hotel,0,246,2016,May,3,4,3,0.0,0,BB,DEU,Direct,0,0,No Deposit,Transient,125.93,0
Resort Hotel,0,147,2016,October,0,7,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,97.01,0
City Hotel,0,90,2016,August,0,2,1,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient-Party,138.42,0
City Hotel,0,122,2015,September,1,0,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,153.08,0
Resort Hotel,0,104,2017,May,0,4,2,0.0,0,SC,PRT,Groups,0,0,No Deposit,Transient,84.1,0
Resort Hotel,0,37,2015,December,1,5,3,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,102.29,0
Resort Hotel,0,203,2017,June,0,3,2,0.0,0,BB,GBR,Aviation,0,0,No Deposit,Transient-Party,193.96,0
City Hotel,0,193,2017,July,3,1,2,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,141.66,0
City Hotel,0,78,2016,July,0,1,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,117.59,1
City Hotel,0,58,2016,August,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,164.96,0
City Hotel,1,129,2015,September,0,2,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,148.92,0
City Hotel,0,20,2017,May,1,1,2,1.0,0,BB,IRL,Online TA,1,0,No Deposit,Transient,120.69,1
Resort Hotel,0,50,2016,March,0,5,2,0.0,0,SC,PRT,Complementary,0,3,No Deposit,Transient,106.39,1
City Hotel,0,71,2017,October,1,1,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,116.66,1
City Hotel,1,88,2016,April,3,1,2,0.0,0,BB,PRT,Direct,0,3,No Deposit,Transient,109.96,1
City Hotel,0,170,2016,April,1,2,2,1.0,0,Undefined,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,142.79,1
Resort Hotel,0,135,2016,January,1,5,2,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,69.69,1
City Hotel,0,155,2016,January,1,2,1,0.0,0,BB,USA,Online TA,0,0,No Deposit,Transient,116.29,2
Resort Hotel,1,182,2016,March,1,2,2,0.0,0,BB,FRA,Direct,0,0,Non Refund,Transient,111.59,2
City Hotel,1,59,2017,May,0,4,2,0.0,0,Undefined,PRT,Groups,0,0,No Deposit,Transient,111.09,0
City Hotel,0,119,2016,March,1,4,3,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,144.06,2
City Hotel,0,84,2016,October,1,5,2,0.0,0,BB,GBR,Direct,0,0,No Deposit,Transient,103.14,0
City Hotel,0,33,2017,June,1,3,2,0.0,0,HB,IRL,Online TA,0,0,No Deposit,Transient-Party,154.95,0
Resort Hotel,1,93,2016,December,0,0,1,0.0,0,BB,ESP,Online TA,0,0,Non Refund,Transient,59.55,1
City Hotel,1,215,2016,February,1,6,3,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,94.37,1
Resort Hotel,1,84,2017,July,2,2,2,1.0,0,BB,ITA,Direct,0,0,No Deposit,Transient,172.98,0
Resort Hotel,0,22,2015,December,1,4,1,0.0,0,SC,ESP,Direct,0,0,No Deposit,Transient,122.84,1
City Hotel,0,86,2017,October,0,3,2,0.0,0,Undefined,IRL,Offline TA/TO,0,0,No Deposit,Transient,82.03,0
City Hotel,0,121,2017,June,0,0,2,0.0,0,BB,BEL,Direct,0,0,No Deposit,Transient-Party,134.06,0
City Hotel,0,228,2016,October,1,1,3,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Contract,120.6,0
City Hotel,0,106,2017,December,1,3,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient-Party,91.23,0
Resort Hotel,1,59,2015,March,1,4,2,0.0,0,FB,ITA,Groups,0,0,No Deposit,Transient,71.9,0
City Hotel,0,64,2017,July,0,1,2,0.0,0,FB,GBR,Online TA,0,0,No Deposit,Transient,137.23,0
Resort Hotel,1,264,2015,January,1,2,2,2.0,0,Undefined,GBR,Direct,0,0,No Deposit,Transient,82.94,1
City Hotel,0,84,2015,March,1,2,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,93.71,2
City Hotel,1,46,2015,June,2,1,1,0.0,0,BB,GBR,Complementary,0,0,Non Refund,Transient,122.99,0
City Hotel,1,92,2017,January,0,5,3,0.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient,85.25,1
Resort Hotel,0,57,2015,August,2,4,2,0.0,0,SC,FRA,Complementary,0,0,No Deposit,Transient,164.74,1
City Hotel,0,222,2017,September,0,4,1,0.0,0,Undefined,IRL,Online TA,0,0,No Deposit,Transient,132.23,0
City Hotel,0,204,2015,July,0,6,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,121.94,0
City Hotel,0,146,2016,March,0,1,3,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,88.43,1
City Hotel,0,78,2016,September,1,2,3,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,125.52,0
Resort Hotel,0,284,2017,October,0,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,73.16,2
City Hotel,0,96,2016,August,1,2,3,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,135.83,2
Resort Hotel,0,36,2016,February,0,1,2,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Group,116.93,3
City Hotel,0,90,2017,February,1,2,2,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,81.73,1
City Hotel,1,177,2015,September,1,1,2,0.0,0,Undefined,ESP,Groups,0,0,No Deposit,Transient,150.12,1
Resort Hotel,1,124,2015,September,1,4,2,0.0,0,BB,GBR,Direct,0,1,No Deposit,Transient,166.51,2
City Hotel,1,123,2015,May,2,6,1,0.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient,120.95,0
City Hotel,1,67,2015,July,1,3,1,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,137.3,1
City Hotel,1,122,2016,August,1,8,1,0.0,0,FB,PRT,Groups,0,0,Non Refund,Transient,112.67,0
City Hotel,0,82,2016,December,2,5,2,0.0,0,HB,USA,Online TA,0,0,No Deposit,Transient-Party,83.43,1
Resort Hotel,0,167,2016,October,1,2,2,2.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,124.97,0
Resort Hotel,0,200,2016,October,1,1,1,0.0,0,HB,PRT,Groups,1,2,No Deposit,Transient-Party,102.59,3
City Hotel,1,117,2016,September,0,2,3,0.0,0,Undefined,PRT,Online TA,0,0,Non Refund,Transient-Party,147.17,1
City Hotel,1,110,2015,August,1,5,2,3.0,0,FB,GBR,Corporate,0,0,No Deposit,Transient,183.73,0
City Hotel,1,78,2015,July,0,1,1,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,121.82,2
City Hotel,0,178,2015,December,1,2,1,0.0,0,Undefined,PRT,Online TA,0,0,No Deposit,Transient,77.07,0
City Hotel,0,46,2017,March,1,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,93.76,0
City Hotel,0,178,2015,August,0,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,70.46,2
City Hotel,0,126,2017,August,0,4,2,0.0,1,BB,ITA,Offline TA/TO,0,0,No Deposit,Transient,118.23,0
City Hotel,0,76,2015,January,4,4,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient,87.5,1
City Hotel,0,126,2016,October,1,0,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,91.96,1
City Hotel,0,53,2017,July,0,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,104.74,2
City Hotel,0,50,2017,October,2,3,2,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,49.65,0
City Hotel,1,168,2015,September,0,3,2,0.0,0,SC,PRT,Corporate,0,0,No Deposit,Transient,143.4,0
Resort Hotel,0,162,2015,March,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,74.21,0
Resort Hotel,0,39,2017,June,1,3,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,135.38,0
Resort Hotel,1,84,2017,November,1,2,3,0.0,0,SC,GBR,Offline TA/TO,0,0,Non Refund,Transient,99.79,1
Resort Hotel,1,75,2017,December,2,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,60.53,0
City Hotel,1,101,2017,July,0,1,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Contract,121.83,1
Resort Hotel,1,41,2016,April,0,4,2,0.0,0,Undefined,ITA,Online TA,1,0,Non Refund,Transient-Party,57.27,0
City Hotel,0,120,2016,July,1,2,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Contract,143.14,1
City Hotel,1,74,2017,August,3,3,2,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Group,137.28,1
Resort Hotel,0,148,2016,October,2,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,76.01,0
City Hotel,0,76,2016,September,2,3,2,0.0,0,SC,GBR,Corporate,0,0,No Deposit,Contract,127.49,2
City Hotel,0,40,2017,January,0,4,2,1.0,0,SC,IRL,Complementary,0,0,No Deposit,Transient,125.17,1
City Hotel,0,20,2016,June,1,3,2,0.0,0,HB,PRT,Corporate,0,0,No Deposit,Transient,132.24,2
Resort Hotel,0,88,2016,October,1,3,2,1.0,0,Undefined,DEU,Complementary,0,0,No Deposit,Transient,115.69,2
Resort Hotel,0,97,2016,March,1,3,1,0.0,0,HB,BEL,Online TA,0,0,No Deposit,Transient,113.37,0
City Hotel,0,78,2017,March,2,0,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,122.26,0
City Hotel,1,134,2016,September,0,3,2,0.0,0,SC,FRA,Online TA,0,0,Non Refund,Transient,139.06,0
City Hotel,1,109,2015,March,1,2,2,0.0,0,BB,NLD,Corporate,0,0,Non Refund,Transient,137.09,0
Resort Hotel,0,39,2016,April,4,1,2,0.0,0,BB,ITA,Direct,0,0,No Deposit,Contract,98.55,1
City Hotel,0,187,2015,October,1,2,2,0.0,0,HB,ESP,Offline TA/TO,0,0,No Deposit,Transient,97.5,0
City Hotel,0,4,2016,February,1,3,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,108.26,2
City Hotel,0,29,2016,October,2,2,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,111.03,3
City Hotel,1,449,2016,April,1,4,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,108.02,1
City Hotel,0,47,2016,November,2,7,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,80.39,1
Resort Hotel,0,79,2016,November,1,5,3,1.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,116.96,0
Resort Hotel,0,109,2017,June,1,1,3,1.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient-Party,185.1,0
City Hotel,0,84,2016,October,0,5,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,103.02,0
City Hotel,0,102,2015,August,0,4,1,0.0,0,HB,PRT,Online TA,0,0,Non Refund,Transient,153.74,1
City Hotel,1,32,2017,April,0,3,2,1.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,165.66,0
City Hotel,0,114,2015,November,3,1,3,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,105.64,0
City Hotel,1,32,2017,August,2,3,2,2.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient-Party,161.18,0
Resort Hotel,0,157,2017,January,0,2,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient-Party,113.47,0
City Hotel,1,196,2017,April,0,3,2,2.0,0,BB,ESP,Direct,0,0,No Deposit,Transient,124.52,0
Resort Hotel,0,124,2016,April,1,0,1,1.0,0,BB,DEU,Offline TA/TO,0,1,No Deposit,Transient,110.94,0
Resort Hotel,0,42,2016,December,1,4,2,2.0,0,Undefined,ESP,Online TA,0,0,No Deposit,Transient,99.73,2
City Hotel,0,46,2017,October,0,3,1,0.0,0,BB,GBR,Complementary,0,0,No Deposit,Transient,86.76,1
City Hotel,0,125,2017,July,1,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,131.22,2
City Hotel,1,196,2016,November,0,0,1,2.0,0,HB,NLD,Online TA,0,0,No Deposit,Transient,143.34,2
City Hotel,0,98,2016,August,1,2,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,131.5,0
City Hotel,1,105,2016,September,3,2,3,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,143.88,0
Resort Hotel,0,272,2016,December,1,3,2,0.0,0,SC,FRA,Offline TA/TO,1,0,No Deposit,Transient,82.92,0
Resort Hotel,0,57,2017,October,0,1,2,1.0,0,SC,NLD,Offline TA/TO,0,0,No Deposit,Transient-Party,89.07,2
City Hotel,1,87,2017,April,1,4,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,127.75,0
City Hotel,1,68,2016,September,0,2,2,0.0,0,BB,FRA,Online TA,0,0,Non Refund,Transient,162.38,1
Resort Hotel,1,81,2016,September,3,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,152.47,2
City Hotel,0,177,2017,January,1,3,2,0.0,0,SC,BEL,Direct,0,0,No Deposit,Transient,105.59,0
City Hotel,0,40,2015,May,0,2,1,0.0,0,BB,NLD,Groups,0,0,No Deposit,Transient,131.67,2
Resort Hotel,0,156,2017,April,0,3,2,0.0,0,BB,ESP,Corporate,0,0,No Deposit,Transient,93.39,2
Resort Hotel,1,104,2016,July,1,2,1,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,159.47,0
Resort Hotel,0,89,2016,January,0,5,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,112.98,1
City Hotel,0,293,2016,March,0,1,1,0.0,0,FB,PRT,Online TA,0,0,No Deposit,Transient-Party,138.33,0
Resort Hotel,1,104,2017,August,1,3,2,0.0,0,BB,PRT,Offline TA/TO,0,1,No Deposit,Transient-Party,190.19,0
City Hotel,1,149,2015,August,0,1,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,99.72,0
City Hotel,1,88,2017,May,0,0,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,127.71,0
City Hotel,1,68,2017,August,0,9,3,0.0,0,Undefined,NLD,Offline TA/TO,0,3,Non Refund,Transient,142.73,0
City Hotel,1,70,2017,May,0,1,2,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,92.62,0
City Hotel,1,221,2016,May,1,2,2,0.0,0,BB,PRT,Complementary,0,0,Non Refund,Transient,110.9,0
City Hotel,1,96,2016,August,2,2,1,0.0,0,HB,PRT,Direct,0,0,Non Refund,Transient,123.1,2
Resort Hotel,0,113,2017,February,1,2,1,0.0,0,SC,PRT,Direct,0,0,No Deposit,Transient-Party,66.45,2
Resort Hotel,0,34,2017,May,1,1,1,1.0,0,SC,PRT,Direct,0,0,No Deposit,Transient,122.64,0
City Hotel,1,9,2016,May,1,3,2,0.0,0,SC,GBR,Offline TA/TO,0,0,Non Refund,Transient,79.46,0
City Hotel,1,102,2016,May,3,3,2,0.0,0,HB,GBR,Offline TA/TO,0,3,No Deposit,Transient-Party,111.37,1
Resort Hotel,1,46,2016,May,1,1,2,0.0,0,BB,GBR,Offline TA/TO,0,0,Non Refund,Transient,67.48,0
City Hotel,0,76,2016,September,0,2,2,0.0,0,SC,GBR,Offline TA/TO,0,0,No Deposit,Transient,130.16,2
City Hotel,0,84,2016,January,0,2,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,100.13,1
Resort Hotel,1,101,2016,July,4,2,2,0.0,0,SC,GBR,Offline TA/TO,0,0,No Deposit,Transient,134.5,2
City Hotel,1,114,2016,May,0,1,3,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,83.42,0
City Hotel,0,166,2016,April,0,4,2,0.0,0,BB,USA,Online TA,0,1,No Deposit,Transient-Party,132.9,0
City Hotel,0,24,2016,September,1,0,2,0.0,1,SC,FRA,Online TA,0,0,No Deposit,Transient,134.6,0
City Hotel,0,72,2016,December,0,2,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,80.53,1
City Hotel,0,82,2017,December,2,6,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,96.3,1
Resort Hotel,1,30,2016,July,0,5,2,2.0,0,SC,PRT,Groups,0,0,No Deposit,Transient,154.28,0
City Hotel,0,34,2015,October,1,3,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,79.41,0
Resort Hotel,0,89,2015,October,1,4,2,0.0,0,FB,PRT,Offline TA/TO,0,0,No Deposit,Transient,74.92,1
City Hotel,0,203,2016,October,1,4,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,80.73,0
City Hotel,0,188,2016,July,2,1,1,0.0,0,FB,GBR,Offline TA/TO,0,0,No Deposit,Transient,130.6,0
City Hotel,0,140,2016,December,1,4,3,0.0,0,HB,DEU,Online TA,0,0,No Deposit,Transient,109.19,2
City Hotel,0,50,2016,September,0,5,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,128.1,1
City Hotel,0,65,2017,November,0,1,2,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,115.26,1
City Hotel,0,192,2016,July,2,1,2,0.0,0,HB,GBR,Online TA,0,0,No Deposit,Transient,123.58,1
City Hotel,1,33,2015,July,1,4,2,0.0,0,BB,PRT,Groups,1,0,No Deposit,Transient,122.53,1
City Hotel,1,95,2016,August,1,4,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,105.72,1
City Hotel,0,65,2017,April,1,4,2,0.0,0,SC,GBR,Groups,0,0,No Deposit,Transient,106.42,0
Resort Hotel,1,97,2015,February,1,2,2,0.0,0,HB,ITA,Groups,0,0,No Deposit,Transient,102.8,0
Resort Hotel,0,139,2017,October,0,1,2,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,112.27,1
City Hotel,1,47,2017,February,1,3,2,2.0,0,BB,DEU,Online TA,0,0,No Deposit,Contract,154.41,0
City Hotel,0,101,2017,April,0,1,2,0.0,0,BB,ITA,Direct,0,0,No Deposit,Transient,131.13,0
City Hotel,0,88,2016,January,1,5,2,0.0,0,SC,GBR,Direct,0,0,No Deposit,Transient,103.03,0
City Hotel,0,89,2016,August,0,2,2,0.0,0,SC,GBR,Online TA,1,0,No Deposit,Transient,93.79,1
City Hotel,0,72,2016,July,2,2,2,0.0,0,BB,ITA,Offline TA/TO,0,0,No Deposit,Transient-Party,135.3,3
City Hotel,0,229,2017,March,0,1,2,0.0,0,BB,GBR,Groups,1,0,Refundable,Transient,86.96,3
Resort Hotel,1,154,2016,April,3,4,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Contract,79.23,0
Resort Hotel,1,239,2015,June,0,3,2,0.0,0,BB,GBR,Groups,0,0,Non Refund,Transient,135.7,0
City Hotel,0,47,2017,September,0,3,2,0.0,0,HB,PRT,Direct,0,0,No Deposit,Transient,137.58,2
City Hotel,0,76,2017,March,0,1,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,120.66,1
City Hotel,1,254,2016,October,0,1,2,0.0,0,BB,FRA,Complementary,0,0,No Deposit,Transient,116.34,0
City Hotel,0,141,2017,August,1,2,2,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient-Party,140.29,0
Resort Hotel,0,49,2015,October,0,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,99.1,0
Resort Hotel,1,42,2016,January,0,1,2,0.0,0,SC,ITA,Offline TA/TO,0,0,No Deposit,Transient,91.77,0
City Hotel,0,88,2017,December,0,0,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,84.3,1
City Hotel,0,121,2016,March,0,5,1,2.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,139.59,1
City Hotel,0,423,2016,September,1,2,2,1.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,154.86,1
Resort Hotel,0,57,2016,June,1,6,2,0.0,0,SC,PRT,Direct,0,0,No Deposit,Contract,157.19,1
Resort Hotel,1,45,2017,August,0,2,2,0.0,0,HB,ESP,Groups,0,0,No Deposit,Transient,157.35,1
Resort Hotel,0,35,2016,October,0,1,2,0.0,0,BB,USA,Offline TA/TO,0,0,No Deposit,Transient,81.48,2
City Hotel,0,44,2016,August,1,4,1,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient-Party,134.78,1
City Hotel,0,31,2016,December,1,2,2,0.0,0,Undefined,,Online TA,0,0,No Deposit,Transient,109.29,0
City Hotel,0,52,2017,October,1,4,1,0.0,0,SC,PRT,Direct,0,0,No Deposit,Transient,109.66,0
Resort Hotel,1,29,2015,October,3,3,2,0.0,0,BB,DEU,Corporate,0,0,Non Refund,Transient,69.12,0
Resort Hotel,1,142,2016,October,1,1,3,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,97.57,1
City Hotel,1,45,2015,January,0,0,2,0.0,0,SC,DEU,Groups,0,0,No Deposit,Transient,101.42,1
City Hotel,0,191,2017,July,1,2,2,0.0,0,BB,GBR,Corporate,0,0,No Deposit,Transient,157.93,3
